subscriptionID,Memberid_FK,Datebought,ExpirationDate,transactionguid_fk,Dollaramount,ARB_ID,ABR_InoviceNumber,Monthlypaymentwddx,renewal,MonthlyBilling,MonthlyYearCompletedate,Cancelled,CancelDate,CardYear,CardMonth,CardLast4,IssueWithSub,IssueDate,Evidence,Premium,Processor,SubscriptionRate_ID
16945,809611C2-E518-BBA5-7027-4C27C23CAFFA,2020-12-10 20:22:04.213,2021-12-10 20:22:04.213,19E4CE3A-A03E-27AF-C99D-DD0A8C3577B6,129.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
16934,11041567-C874-A51B-D4ED-4C33FD5FDC0F,2020-12-08 14:24:42.840,2022-02-03 05:35:18.587,A61E06C9-C08F-FF3C-7976-82F999EBEB20,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
12318,11041567-C874-A51B-D4ED-4C33FD5FDC0F,2019-11-06 09:53:40.027,2021-01-04 05:35:18.587,8C05D005-AAAC-4CE4-86B0-F71F7160E355,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
11032,11041567-C874-A51B-D4ED-4C33FD5FDC0F,2018-11-02 10:13:38.943,2019-12-06 05:35:18.587,4FB3530F-5056-A02D-DFC3-1EA6D8F96A7D,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
7365,11041567-C874-A51B-D4ED-4C33FD5FDC0F,2017-11-06 05:35:18.587,2018-11-06 05:35:18.587,A8FACF35-5056-A02D-DFE0-EA5D2D0A8CD0,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
1807,11041567-C874-A51B-D4ED-4C33FD5FDC0F,2013-12-09 11:31:32.513,2015-01-19 15:54:38.670,D8330281-F867-ED2E-6D74-2006B5ADD71F,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
540,11041567-C874-A51B-D4ED-4C33FD5FDC0F,2011-11-29 16:18:01.257,2012-11-28 16:18:01.257,F130F75B-A95E-DC0C-1379-56B480C3DB23,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
1069,11041567-C874-A51B-D4ED-4C33FD5FDC0F,2012-12-20 15:54:38.673,2013-12-20 15:54:38.670,BA18A77F-A79A-8C00-3DED-30B77AD13449,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
3741,11041567-C874-A51B-D4ED-4C33FD5FDC0F,2015-10-02 06:46:30.320,2017-03-19 15:54:38.670,2828FE36-CA40-D6E6-2443-55BBAEDB7AD3,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
3020,11041567-C874-A51B-D4ED-4C33FD5FDC0F,2015-01-14 10:16:08.617,2016-02-18 15:54:38.670,E9041311-0E77-33F4-4A0A-DBBF70728152,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
3933,10F48884-E63A-5BCC-5E59-4C3DDA59ECC7,2015-11-17 08:57:28.283,2016-11-16 08:57:28.283,15BC6184-E652-D192-CDCF-5C52722F56D7,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
6036,10F48884-E63A-5BCC-5E59-4C3DDA59ECC7,2016-11-02 10:29:06.650,2017-12-16 08:57:28.283,766E29BF-5056-A02D-DFA5-4F0ECAB103A5,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
8947,47BE9C1C-5056-A02D-DF82-4C419F8BAA72,2018-09-28 11:25:53.153,2018-10-03 11:25:53.137,47DC8B8F-5056-A02D-DFCF-C9869ECF5D55,15.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
8948,47BE9C1C-5056-A02D-DF82-4C419F8BAA72,2018-09-28 14:33:30.317,2019-10-03 11:25:53.137,4E924544-5056-A02D-DF1B-C0B51EF2416F,114.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
12128,47BE9C1C-5056-A02D-DF82-4C419F8BAA72,2019-09-13 11:12:01.487,2020-11-01 11:25:53.137,AFCF669E-927E-72EA-B049-C4A3105238FF,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
15753,47BE9C1C-5056-A02D-DF82-4C419F8BAA72,2020-10-29 10:24:16.307,2021-12-01 11:25:53.137,8F6F5499-C37B-E6BA-717B-701E2A6A9F48,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
21568,47BE9C1C-5056-A02D-DF82-4C419F8BAA72,2021-11-29 11:46:33.263,2022-12-31 11:25:53.137,3DE61001-081E-0589-8706-93CFFA643616,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
30582,47BE9C1C-5056-A02D-DF82-4C419F8BAA72,2023-03-25 14:35:49.897,2024-01-31 11:25:53.137,048D9671-0CF3-C0C0-77FD-9E38F274A0BB,66.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,paypal,48B3EB4E-CE4A-FC9A-9923-6C19311DEA5A
29194,47BE9C1C-5056-A02D-DF82-4C419F8BAA72,2022-12-30 17:25:17.547,2024-01-30 11:25:53.137,F3617612-04BC-F397-3585-E68A0EAD0D8B,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,stripe,0ED57103-BCD1-7507-6767-390B9C08623E
4643,39C28C97-5056-A02D-DF95-4C41F676BD71,2016-06-30 15:23:45.593,2017-07-30 06:40:01.123,5BA936F6-5056-A02D-DF06-1524B283DA7F,9.99,30019113,20160630_152345,NULL,0,1,2017-06-30 00:00:00.000,1,2017-07-12 16:11:38.347,2019,8,6487,0,NULL,1,0,NULL,NULL
545,8F907D7D-0751-B0D4-FBFC-4C4901AC9306,2011-12-01 20:52:06.773,2012-11-30 20:52:06.773,FC78A659-01E1-6286-CBEE-846ECDC241BE,105.00,11559485,20111201_205206,<wddxPacket version='1.0'><header/><data><struct><var name='FIRST'><string>12/1/11</string></var><var name='SECOND'><string>1/1/12</string></var><var name='THIRD'><string>2/1/12</string></var></struct></data></wddxPacket>,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
7325,55DDBF7D-5056-A02D-DF8F-4C5B7987803D,2017-10-28 05:18:47.153,2018-10-28 05:18:47.137,D6C39228-5056-A02D-DFEB-5515A3B08504,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
35385,55DDBF7D-5056-A02D-DF8F-4C5B7987803D,2024-08-17 13:49:07.827,2025-08-17 13:49:07.817,CE92AE07-CD01-C27A-CC34-7EB39974DE42,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,0,paypal,0ED57103-BCD1-7507-6767-390B9C08623E
36688,55DDBF7D-5056-A02D-DF8F-4C5B7987803D,2025-07-28 17:30:29.880,2026-09-16 13:49:07.817,3D6EEA3A-E5BA-18FF-33CF-8EC8E2C9AE9E,144.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,0,stripe,A3B982C4-C38B-ADBE-976E-74BF7E206134
17044,55DDBF7D-5056-A02D-DF8F-4C5B7987803D,2020-12-28 13:09:53.493,2021-12-28 13:09:53.493,A96605F1-99CD-E7C9-4855-5999CDA70BA4,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
14661,17CC1F49-F5C9-7675-AEFD-4C6A989380C7,2020-10-07 05:05:14.387,2021-10-07 05:05:14.387,170C98E2-F4B5-3A73-2DC3-1CC942733C63,135.00,50176971,20201007_050514,<wddxPacket version='1.0'><header/><data><struct><var name='third'><string>12/7/20</string></var><var name='second'><string>11/7/20</string></var><var name='first'><string>10/7/20</string></var></struct></data></wddxPacket>,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
26352,0A351159-BD03-2007-ECB5-4C79D77D9EF6,2022-05-03 21:48:53.423,2023-05-03 21:48:53.410,7F8A5194-E653-891C-74A7-1C46F8641D28,199.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,paypal,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
11391,21B39C75-9C62-0F83-C5EB-4C7CF1BA8F0B,2019-02-23 20:46:19.127,2020-02-23 20:46:19.110,23D084EC-B216-9F7B-7862-648A40F9DC95,129.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
36911,E832AB25-D63E-B25B-5D2A-4C7D0AF0B536,2025-10-10 10:53:02.137,2026-10-10 10:53:02.127,1219F9AB-AFD7-1AA3-00BF-438F4DEC9F21,80.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,stripe,A384521E-9BD0-4085-DD12-775999B33BCE
36457,D173BCEB-FA4C-D841-C60C-4C84AA898D58,2025-04-22 14:33:55.480,2026-06-01 13:49:28.467,B3C68168-C394-DACD-08D6-4F4DDE23B5E6,50.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,0,stripe,A3D7A352-B4E9-1F52-111B-8ED722C66FBE
31619,D173BCEB-FA4C-D841-C60C-4C84AA898D58,2023-04-03 13:49:28.467,2024-04-02 13:49:28.467,D25C84CF-FDFD-19EB-7900-51E2052CD7E9,45.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,stripe,0EE3EA0F-C3F2-FA48-1101-577D4BCAD7EB
34898,D173BCEB-FA4C-D841-C60C-4C84AA898D58,2024-03-15 15:44:00.877,2025-05-02 13:49:28.467,A46F4BF9-CD2B-0F10-DCF8-820B47AE3527,45.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,stripe,0EE3EA0F-C3F2-FA48-1101-577D4BCAD7EB
34821,282E847D-5056-A02D-DFC2-4C86B19DF32F,2024-02-23 18:53:03.033,2025-05-02 11:36:22.833,73E1A6C5-A20F-2F0E-CC7A-FFAFA32FBABC,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
29399,282E847D-5056-A02D-DFC2-4C86B19DF32F,2023-02-06 16:47:48.210,2024-04-02 11:36:22.833,96F1633A-C557-7B22-4AAD-0FAC6ECB2DC3,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
35542,282E847D-5056-A02D-DFC2-4C86B19DF32F,2024-10-09 10:53:44.057,2027-06-01 00:00:00.000,71B758F0-B824-E641-D7AC-018A3378B70C,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
23876,282E847D-5056-A02D-DFC2-4C86B19DF32F,2022-01-26 12:29:21.033,2023-03-04 11:36:22.833,EA582455-97F0-1969-A3DF-04232D8AC36C,70.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,81D2F486-D8F3-0D27-04E3-1EA05C05F873
21344,282E847D-5056-A02D-DFC2-4C86B19DF32F,2021-10-19 08:41:10.743,2023-03-03 11:36:22.833,F5AFC78F-BAFA-B662-1731-8F79D01DA691,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
16935,282E847D-5056-A02D-DFC2-4C86B19DF32F,2020-12-09 10:19:04.463,2022-02-01 11:36:22.833,D0D4F3BC-FDAA-C3BF-6991-DD4B33076B99,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
12307,282E847D-5056-A02D-DFC2-4C86B19DF32F,2019-11-04 10:44:58.770,2021-01-02 11:36:22.833,26DDF977-D593-1181-B00F-9123449C59EC,135.00,45975016,20191104_104458,<wddxPacket version='1.0'><header/><data><struct><var name='third'><string>1/4/20</string></var><var name='second'><string>12/4/19</string></var><var name='first'><string>11/4/19</string></var></struct></data></wddxPacket>,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
8689,282E847D-5056-A02D-DFC2-4C86B19DF32F,2018-08-14 07:35:08.633,2019-12-04 11:36:22.833,32257F47-5056-A02D-DF17-21B6F4E2F6C1,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
7354,282E847D-5056-A02D-DFC2-4C86B19DF32F,2017-11-04 11:36:22.833,2018-11-04 11:36:22.833,4CC084FE-5056-A02D-DFF0-B1B76570519E,105.00,35898504,20171104_113622,<wddxPacket version='1.0'><header/><data><struct><var name='THIRD'><string>1/4/18</string></var><var name='SECOND'><string>12/4/17</string></var><var name='FIRST'><string>11/4/17</string></var></struct></data></wddxPacket>,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
17405,FD16D341-94FA-C2ED-A3DF-4C8D52A61F19,2021-02-25 18:00:03.840,2022-03-28 10:09:55.973,9233191F-BAD6-DA15-08AE-86BC357B31F2,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
12779,FD16D341-94FA-C2ED-A3DF-4C8D52A61F19,2020-02-27 10:09:55.987,2021-02-26 10:09:55.973,47F6E6A8-D9B7-07A0-5BE2-B91E7BF8B6D1,129.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
23871,EB7C31DE-C3D6-AE1A-DFE1-4C8DC3B63976,2022-01-26 08:08:29.073,2023-01-26 08:08:29.057,E103DD91-DECB-6AB6-C9D0-809355B42829,210.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,B4FA9D12-BB5C-DB7B-ABE1-D4AA6378F85A
8704,514593F1-5056-A02D-DF78-4C903CD1C030,2018-08-14 08:35:16.533,2019-08-14 08:35:16.517,344C025C-5056-A02D-DF63-B704E801C7FC,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
7688,1701CCCF-B5AF-F0CB-DE31-4C95773D6A56,2018-01-21 12:37:34.000,2019-01-21 12:37:34.000,01F756F1-5056-A02D-DFCD-12821054B2BA,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
24112,1701CCCF-B5AF-F0CB-DE31-4C95773D6A56,2022-03-02 22:41:19.447,2023-03-14 10:19:06.813,0AABA9BC-CBD6-8446-CAC0-1A08ADB6AA93,0.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL
24113,1701CCCF-B5AF-F0CB-DE31-4C95773D6A56,2022-03-02 22:41:35.543,2023-04-14 10:19:06.813,0AAE1E09-0525-96AD-BBD1-08171E36B781,0.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL
12723,1701CCCF-B5AF-F0CB-DE31-4C95773D6A56,2020-02-13 10:19:06.830,2021-02-12 10:19:06.813,775079CD-FB0E-C7BD-B3CC-4D7BA5D019D2,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
17299,1701CCCF-B5AF-F0CB-DE31-4C95773D6A56,2021-02-11 18:30:58.437,2022-03-14 10:19:06.813,C24DCB2D-D5B2-F20F-204B-F1A91821A793,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
17571,C80D1F5F-CC35-47CF-341C-4CA76337F678,2021-03-31 16:39:49.453,2022-03-31 16:39:49.437,64224A9B-CD87-0692-93C3-248230806F92,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
12712,C80D1F5F-CC35-47CF-341C-4CA76337F678,2020-02-09 01:31:07.947,2021-02-08 01:31:07.947,9670C5CE-0E31-1F07-E1D2-150EBB98BB27,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
24120,C80D1F5F-CC35-47CF-341C-4CA76337F678,2022-03-03 14:55:55.570,2023-04-30 16:39:49.437,2D865443-07CF-62B0-35C5-C6C817BC30B6,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,paypal,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
35619,C80D1F5F-CC35-47CF-341C-4CA76337F678,2024-10-09 22:49:59.623,2026-07-28 16:39:49.437,8B54E50C-E042-523D-2C35-0354265CA981,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,paypal,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
31609,C80D1F5F-CC35-47CF-341C-4CA76337F678,2023-03-31 23:30:04.360,2024-05-29 16:39:49.437,4CA32C42-F3D7-4033-074A-14746C83082E,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,paypal,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
35089,C80D1F5F-CC35-47CF-341C-4CA76337F678,2024-05-14 00:36:50.850,2025-06-28 16:39:49.437,95DFE46F-ADA8-3F8D-FF54-FCC7272E48EF,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,paypal,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
7723,C80D1F5F-CC35-47CF-341C-4CA76337F678,2018-01-29 19:44:54.933,2019-01-29 19:44:54.917,AD3C6268-5056-A02D-DFEC-E57C94784BCE,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
6056,C80D1F5F-CC35-47CF-341C-4CA76337F678,2016-11-07 01:30:44.503,2017-11-07 01:30:44.503,66D159E2-5056-A02D-DFD6-9B752CA926DF,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
11314,C80D1F5F-CC35-47CF-341C-4CA76337F678,2019-02-02 16:26:21.800,2020-02-02 16:26:21.787,E10765D2-E0A1-E41E-8B92-0BCE763068C5,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
3844,C80D1F5F-CC35-47CF-341C-4CA76337F678,2015-10-26 23:20:21.263,2016-10-25 23:20:21.263,A74F8AD9-D0EC-D5FF-BCCB-C5AA05339283,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
4229,F19066B8-C229-B451-1113-4CAC436BF7EB,2016-02-10 15:07:28.933,2017-02-09 15:07:28.933,FFF4FBEB-5056-A02D-DF12-4C62378C5A01,105.00,27367631,20160210_150728,<wddxPacket version='1.0'><header/><data><struct><var name='THIRD'><string>4/10/16</string></var><var name='SECOND'><string>3/10/16</string></var><var name='FIRST'><string>2/10/16</string></var></struct></data></wddxPacket>,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
12215,F19066B8-C229-B451-1113-4CAC436BF7EB,2019-10-08 19:34:37.327,2021-11-09 06:34:27.260,C93CF647-EC95-E2B6-73BD-DB5B88A50AF8,135.00,45690323,20191008_193437,<wddxPacket version='1.0'><header/><data><struct><var name='third'><string>12/8/19</string></var><var name='second'><string>11/8/19</string></var><var name='first'><string>10/8/19</string></var></struct></data></wddxPacket>,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
12210,F19066B8-C229-B451-1113-4CAC436BF7EB,2019-10-07 16:53:51.633,2020-10-10 06:34:27.260,8FFDB2EB-E329-2F82-8A08-F0D33394E9F6,135.00,45673839,20191007_165351,<wddxPacket version='1.0'><header/><data><struct><var name='third'><string>12/7/19</string></var><var name='second'><string>11/7/19</string></var><var name='first'><string>10/7/19</string></var></struct></data></wddxPacket>,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
12202,F19066B8-C229-B451-1113-4CAC436BF7EB,2019-10-06 06:34:27.260,2019-10-11 06:34:27.260,46578F0E-BC48-1A61-B9B2-C309F0A1A2BF,0.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
17093,F19066B8-C229-B451-1113-4CAC436BF7EB,2021-01-07 18:55:35.490,2022-12-09 06:34:27.260,B8B85F1B-B564-9E0D-B5B0-9DED8550DCEC,135.00,51300991,20210107_185535,<wddxPacket version='1.0'><header/><data><struct><var name='third'><string>3/7/21</string></var><var name='second'><string>2/7/21</string></var><var name='first'><string>1/7/21</string></var></struct></data></wddxPacket>,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,E3D8E51D-0EA6-C8CE-6FB9-9F476CD61899
32807,E9745551-D82D-69FE-C236-4CBB1E966763,2023-05-23 13:34:31.817,2024-05-17 13:34:31.803,E0C0EB9B-B575-C2D2-6462-AD5CEA6C20DF,114.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,paypal,BDDAAA7D-E693-879A-A58A-41A3767B112C
3022,E9745551-D82D-69FE-C236-4CBB1E966763,2015-01-14 16:57:10.500,2015-01-19 16:57:10.500,EA734093-BE31-4459-F776-F2975E11449C,15.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
7535,6FD62E24-5056-A02D-DFBD-4CC2DFD76FE7,2017-12-23 19:55:37.447,2017-12-23 00:00:00.000,3C2DA42C-5056-A02D-DFD8-AF9CD4EF9C55,105.00,36425099,20171223_195537,<wddxPacket version='1.0'><header/><data><struct><var name='THIRD'><string>2/23/18</string></var><var name='SECOND'><string>1/23/18</string></var><var name='FIRST'><string>12/23/17</string></var></struct></data></wddxPacket>,0,0,NULL,1,2018-01-01 00:00:00.000,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
7866,BE4DDDC4-C0A6-9800-8536-4CE15966DDA3,2018-03-08 01:16:42.140,2019-04-20 01:01:04.267,2A8646B8-5056-A02D-DF51-C73F053BBAE0,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
6619,BE4DDDC4-C0A6-9800-8536-4CE15966DDA3,2017-03-21 01:01:04.267,2018-03-21 01:01:04.267,585666D8-5056-A02D-DF10-3C92638BBDEA,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
11605,BE4DDDC4-C0A6-9800-8536-4CE15966DDA3,2019-04-18 21:33:58.150,2020-05-19 01:01:04.267,0049AC03-F5E7-FE34-1840-DB6B103D42B2,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
2963,BE4DDDC4-C0A6-9800-8536-4CE15966DDA3,2015-01-07 22:56:33.413,2016-01-07 22:56:33.413,C7AFC264-060A-5A93-F67F-C607C27F773E,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
13098,BE4DDDC4-C0A6-9800-8536-4CE15966DDA3,2020-05-21 04:39:57.413,2021-05-21 04:39:57.413,1FD4AEBC-E18D-12C7-5E6B-D3DF7C6D935A,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
13004,CAB91EE3-CCCA-F073-EC1E-4CE330EDE844,2020-04-28 19:52:46.470,2021-04-28 19:52:46.470,A00D0027-AD26-7D95-4BCB-18DD8AE8FB72,129.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
17618,CAB91EE3-CCCA-F073-EC1E-4CE330EDE844,2021-04-12 20:19:59.310,2022-05-28 19:52:46.470,D5FBA82B-E61F-0B36-1328-141AF2410B57,135.00,52553406,20210412_201959,<wddxPacket version='1.0'><header/><data><struct><var name='third'><string>6/12/21</string></var><var name='second'><string>5/12/21</string></var><var name='first'><string>4/12/21</string></var></struct></data></wddxPacket>,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,E3D8E51D-0EA6-C8CE-6FB9-9F476CD61899
8260,2B62EA35-5056-A02D-DFD6-4CE6E9D39C1B,2018-06-30 10:44:09.253,2019-06-30 10:44:09.253,2B82A7F3-5056-A02D-DFAC-E2409EF63B81,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
32894,F3F389F6-9BC1-BD4B-6194-4CF7D5D364B7,2023-06-18 08:47:30.027,2023-06-23 08:47:30.027,117570DA-B0B6-4BFA-4A46-8E6390BC39FD,15.00,NULL,NULL,NULL,0,0,NULL,1,2023-06-22 23:24:59.753,NULL,NULL,NULL,0,NULL,1,0,stripe,BDACE82F-0C69-B16D-1C63-7F09C3E214FA
37203,D83974FC-A382-2B2D-2D14-4CFB2D55DD81,2026-01-22 05:08:08.987,2026-02-23 00:00:00.000,F3C10B8E-0D52-B194-E240-A672635ED613,19.99,sub_1SsKo6CW7QxJHpQODlPBilsl,NULL,NULL,0,1,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,NULL,NULL
37519,51CB9577-04D9-4926-F1D6-4D0D0117A48E,2026-06-02 05:23:00.087,2026-08-03 00:00:00.000,4C6CF4A4-CE95-5513-ACB3-3DBB651FBD61,19.99,sub_1TdoXGCW7QxJHpQOYBJttJGh,NULL,NULL,0,1,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,NULL,NULL
21195,F4D4C538-E0BD-F304-8879-4D1F5714E520,2021-09-15 12:23:49.317,2022-09-15 12:23:49.317,26B28886-D5B5-C1DC-53C4-EF9C0FC32706,129.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
