ChallengesID,CourseTitle,Challenge_Item_Id,LessonTitle,LessonOrder,Challenge_AssignID,BlockOrder,BlockType,BlockTitle,Challenge_componentID,ComponentOrder,ComponentType,details
24,Nothing Fits DRAFT,153,Section 3: Your Success Depends on This,20,861,12,Practice,Practice Reading/Translating a HK Pattern,2368,1,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='CHALLENGE_COMPONENTID'><string>1893</string></var><var name='HTMLCONTENT'><string>&lt;div class=""lead""&gt;Your Turn! &lt;/div&gt;<char code='0d'/><char code='0a'/>Uncover the stitches and row instructions for the sleeves.&lt;br&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>&lt;div class=""row""&gt;<char code='0d'/><char code='0a'/>&lt;div class=""col-12-xs col-md-6""&gt;Using your &lt;a href=""https://www.knititnow.com/challenge/25/Group/682/item#section157""&gt;Worksheet&lt;/a&gt; and the &lt;a href=""https://www.knititnow.com/challenge/25/Group/680/item#section156""&gt;original pattern&lt;/a&gt;, do the math to calculate the stitches and rows for the sleeves.&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;br&gt;<char code='0d'/><char code='0a'/>Remember the 1"" and 1 cm stitch and row multipliers that we established earlier.&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;table border=""1""&gt;<char code='0d'/><char code='0a'/>&lt;tr&gt;<char code='0d'/><char code='0a'/>&lt;th&gt;4"" / 10 cm&lt;/th&gt;<char code='0d'/><char code='0a'/>&lt;th&gt;1 inch&lt;/th&gt;<char code='0d'/><char code='0a'/>&lt;th&gt;1 cm&lt;/th&gt;<char code='0d'/><char code='0a'/>&lt;/tr&gt;<char code='0d'/><char code='0a'/>&lt;tr&gt;<char code='0d'/><char code='0a'/>&lt;td&gt;13 sts&lt;/td&gt;<char code='0d'/><char code='0a'/>&lt;td&gt;3.25 sts&lt;/td&gt;<char code='0d'/><char code='0a'/>&lt;td&gt;1.3 sts&lt;/td&gt;<char code='0d'/><char code='0a'/>&lt;/tr&gt;<char code='0d'/><char code='0a'/>&lt;tr&gt;<char code='0d'/><char code='0a'/>&lt;td&gt;18 rows&lt;/td&gt;<char code='0d'/><char code='0a'/>&lt;td&gt;4.5 rows&lt;/td&gt;<char code='0d'/><char code='0a'/>&lt;td&gt;1.8 rows&lt;/td&gt;<char code='0d'/><char code='0a'/>&lt;/tr&gt;<char code='0d'/><char code='0a'/>&lt;/table&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>&lt;/div&gt;<char code='0d'/><char code='0a'/>&lt;div class=""col-12-xs col-md-6""&gt;&lt;img class=""img-thumbnail"" src=""/challenge/images/big_hug/big_hug_sleeve.jpg""&lt;/div&gt;<char code='0d'/><char code='0a'/>&lt;/div&gt;</string></var><var name='CHALLENGE_ASSIGNID'><string>685</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,HTMLCONTENT</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,153,Section 3: Your Success Depends on This,20,861,12,Practice,Practice Reading/Translating a HK Pattern,2369,2,Questions,"<wddxPacket version='1.0'><header/><data><struct ><var name='QUESTION_SUCCESS_MESSAGE'><string>&lt;b&gt;&lt;i class='fa fa-check-square' aria-hidden='true'&gt;&lt;/i&gt; Correct!&lt;/b&gt;</string></var><var name='QUESTION_SIZE'><string>col-xs-12 col-md-2</string></var><var name='QUESTION_TEXT'><string>How many stitches will you cast on? (W)</string></var><var name='QUESTION_ERROR_MESSAGE'><string>&lt;b&gt;&lt;i class='fa fa-exclamation-triangle' aria-hidden='true'&gt;&lt;/i&gt; The pattern calls for 28 stitches to be cast on&lt;/b&gt;</string></var><var name='QUESTION_ANSWER'><string>28</string></var><var name='CHALLENGE_ASSIGNID'><string>685</string></var><var name='QUESTION_MANDITORY'><string>0</string></var><var name='TYPEOF'><string>Questions</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,QUESTION_TEXT,QUESTION_ANSWER,QUESTION_MANDITORY,QUESTION_SIZE,QUESTION_SUCCESS_MESSAGE,QUESTION_ERROR_MESSAGE</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,153,Section 3: Your Success Depends on This,20,861,12,Practice,Practice Reading/Translating a HK Pattern,2370,3,Questions,"<wddxPacket version='1.0'><header/><data><struct ><var name='CHALLENGE_ASSIGNID'><string>685</string></var><var name='CHALLENGE_COMPONENTID'><string>1896</string></var><var name='QUESTION_SIZE'><string>col-xs-12 col-md-2</string></var><var name='QUESTION_TEXT'><string>How many stitches at the top of the sleeve? (U)</string></var><var name='QUESTION_MANDITORY'><string>0</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,QUESTION_TEXT,QUESTION_ANSWER,QUESTION_MANDITORY,QUESTION_SIZE,QUESTION_SUCCESS_MESSAGE,QUESTION_ERROR_MESSAGE</string></var><var name='QUESTION_ANSWER'><string>58</string></var><var name='QUESTION_SUCCESS_MESSAGE'><string>&lt;b&gt;&lt;i class='fa fa-check-square' aria-hidden='true'&gt;&lt;/i&gt; Correct!&lt;/b&gt;</string></var><var name='QUESTION_ERROR_MESSAGE'><string>&lt;b&gt;&lt;i class='fa fa-exclamation-triangle' aria-hidden='true'&gt;&lt;/i&gt;Follow the pattern to 58 stitches&lt;/b&gt;</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,153,Section 3: Your Success Depends on This,20,861,12,Practice,Practice Reading/Translating a HK Pattern,2371,4,Questions,"<wddxPacket version='1.0'><header/><data><struct ><var name='QUESTION_ERROR_MESSAGE'><string>&lt;b&gt;&lt;i class='fa fa-exclamation-triangle' aria-hidden='true'&gt;&lt;/i&gt; 14 rows</string></var><var name='CHALLENGE_COMPONENTID'><string>1897</string></var><var name='QUESTION_SIZE'><string>col-xs-12 col-md-2</string></var><var name='QUESTION_TEXT'><string>How many rows of ribbing? (R) &lt;em&gt;&lt;small&gt;(Round up)&lt;/small&gt;&lt;/em&gt;</string></var><var name='QUESTION_MANDITORY'><string>0</string></var><var name='QUESTION_SUCCESS_MESSAGE'><string>&lt;b&gt;&lt;i class='fa fa-check-square' aria-hidden='true'&gt;&lt;/i&gt; Correct!&lt;/b&gt;</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,QUESTION_TEXT,QUESTION_ANSWER,QUESTION_MANDITORY,QUESTION_SIZE,QUESTION_SUCCESS_MESSAGE,QUESTION_ERROR_MESSAGE</string></var><var name='QUESTION_ANSWER'><string>14</string></var><var name='CHALLENGE_ASSIGNID'><string>685</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,153,Section 3: Your Success Depends on This,20,861,12,Practice,Practice Reading/Translating a HK Pattern,2372,5,Questions,"<wddxPacket version='1.0'><header/><data><struct ><var name='QUESTION_SUCCESS_MESSAGE'><string>&lt;b&gt;&lt;i class='fa fa-check-square' aria-hidden='true'&gt;&lt;/i&gt; Correct!&lt;/b&gt;</string></var><var name='QUESTION_SIZE'><string>col-xs-12 col-md-2</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,QUESTION_TEXT,QUESTION_ANSWER,QUESTION_MANDITORY,QUESTION_SIZE,QUESTION_SUCCESS_MESSAGE,QUESTION_ERROR_MESSAGE</string></var><var name='QUESTION_TEXT'><string>How many total rows will be knit for the sleeve? (R + L) &lt;em&gt;&lt;small&gt;Round to even number&lt;/small&gt;&lt;/em&gt;</string></var><var name='QUESTION_ERROR_MESSAGE'><string>&lt;b&gt;&lt;i class='fa fa-exclamation-triangle' aria-hidden='true'&gt;&lt;/i&gt; 82 rows (rounded)&lt;/b&gt;</string></var><var name='QUESTION_ANSWER'><string>82</string></var><var name='CHALLENGE_COMPONENTID'><string>1898</string></var><var name='CHALLENGE_ASSIGNID'><string>685</string></var><var name='QUESTION_MANDITORY'><string>0</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,153,Section 3: Your Success Depends on This,20,861,12,Practice,Practice Reading/Translating a HK Pattern,2373,6,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='HTMLCONTENT'><string>&lt;blockquote class=""blockquote_style""&gt;You are ready to knit this sweater if:<char code='0d'/><char code='0a'/>&lt;ul&gt;<char code='0d'/><char code='0a'/>&lt;li&gt;You can match the designer's gauge&lt;/li&gt;<char code='0d'/><char code='0a'/>&lt;li&gt;You can wear this size&lt;/li&gt;&lt;/ul&gt;<char code='0d'/><char code='0a'/>Coming up .... we'll discuss some alternative ways of using this hand knitting pattern on the machine.<char code='0d'/><char code='0a'/>&lt;/blockquote&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/></string></var><var name='CHALLENGE_ASSIGNID'><string>685</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,HTMLCONTENT</string></var><var name='CHALLENGE_COMPONENTID'><string>1899</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,862,1,Video,Analyze Sweater Styles,2374,1,Video,"<wddxPacket version='1.0'><header/><data><struct ><var name='CHALLENGE_ASSIGNID'><string>661</string></var><var name='CHALLENGE_COMPONENTID'><string>1836</string></var><var name='VIMEOID'><string>151858368|Analyzing Sweater Styles</string></var><var name='LABLE'><string></string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,LABLE,VIMEOID</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,863,2,Imageslideshow,Sweater Styles Part 2,2375,1,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='HTMLCONTENT'><string>The secret to knitting your PERFECT sweater is to identify what you want.&lt;br&gt;<char code='0d'/><char code='0a'/>Would you blindly follow a recipe without checking out the ingredients?  Maybe you HATE turnips.  If a recipe calls for turnips, you will probably eliminate or substitute something else.&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;div class=""smallblock""&gt;No knitting pattern written by someone else will ever be PERFECT for YOU!&lt;br&gt;&lt;/div&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;b&gt;Let's look at 4 basic sweater styles. Your favorite may be styled a little differently, but we'll use these basic shapes to establish measurement. We'll address styling later.&lt;/b&gt;</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,HTMLCONTENT</string></var><var name='CHALLENGE_COMPONENTID'><string>1795</string></var><var name='CHALLENGE_ASSIGNID'><string>642</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,863,2,Imageslideshow,Sweater Styles Part 2,2376,2,Imageslideshow,"<wddxPacket version='1.0'><header/><data><struct ><var name='SLIDESHOWCAPTION_4'><string></string></var><var name='SLIDESHOWAUDIO_5'><string></string></var><var name='SLIDESHOWIMAGE_6'><string></string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,ENABLEAUDIO,SLIDESHOWIMAGE_0,SLIDESHOWAUDIO_0,SLIDESHOWCAPTION_0,SLIDESHOWIMAGE_1,SLIDESHOWAUDIO_1,SLIDESHOWCAPTION_1,SLIDESHOWIMAGE_2,SLIDESHOWAUDIO_2,SLIDESHOWCAPTION_2,SLIDESHOWIMAGE_3,SLIDESHOWAUDIO_3,SLIDESHOWCAPTION_3,SLIDESHOWIMAGE_4,SLIDESHOWAUDIO_4,SLIDESHOWCAPTION_4,SLIDESHOWIMAGE_5,SLIDESHOWAUDIO_5,SLIDESHOWCAPTION_5,SLIDESHOWIMAGE_6,SLIDESHOWAUDIO_6,SLIDESHOWCAPTION_6,SLIDESHOWIMAGE_7,SLIDESHOWAUDIO_7,SLIDESHOWCAPTION_7,SLIDESHOWIMAGE_8,SLIDESHOWAUDIO_8,SLIDESHOWCAPTION_8,SLIDESHOWIMAGE_9,SLIDESHOWAUDIO_9,SLIDESHOWCAPTION_9,SLIDESHOWIMAGE_10,SLIDESHOWAUDIO_10,SLIDESHOWCAPTION_10,SLIDESHOWIMAGE_11,SLIDESHOWAUDIO_11,SLIDESHOWCAPTION_11,SLIDESHOWIMAGE_12,SLIDESHOWAUDIO_12,SLIDESHOWCAPTION_12,SLIDESHOWIMAGE_13,SLIDESHOWAUDIO_13,SLIDESHOWCAPTION_13,SLIDESHOWIMAGE_14,SLIDESHOWAUDIO_14,SLIDESHOWCAPTION_14,SLIDESHOWIMAGE_15,SLIDESHOWAUDIO_15,SLIDESHOWCAPTION_15,SLIDESHOWIMAGE_16,SLIDESHOWAUDIO_16,SLIDESHOWCAPTION_16,SLIDESHOWIMAGE_17,SLIDESHOWAUDIO_17,SLIDESHOWCAPTION_17,SLIDESHOWIMAGE_18,SLIDESHOWAUDIO_18,SLIDESHOWCAPTION_18,SLIDESHOWIMAGE_19,SLIDESHOWAUDIO_19,SLIDESHOWCAPTION_19</string></var><var name='SLIDESHOWIMAGE_0'><string>nothing_fits/nothing_fits_measure2.jpg</string></var><var name='SLIDESHOWCAPTION_15'><string></string></var><var name='SLIDESHOWIMAGE_1'><string>nothing_fits/nothing_fits_measure3.jpg</string></var><var name='SLIDESHOWIMAGE_16'><string></string></var><var name='CHALLENGE_COMPONENTID'><string>1797</string></var><var name='SLIDESHOWCAPTION_5'><string></string></var><var name='SLIDESHOWIMAGE_12'><string></string></var><var name='SLIDESHOWCAPTION_7'><string></string></var><var name='SLIDESHOWIMAGE_8'><string></string></var><var name='SLIDESHOWAUDIO_6'><string></string></var><var name='SLIDESHOWCAPTION_1'><string>Square armhole is also called ""modified drop shoulder"" shaping.  Again, there is minimal shaping, that makes for easy knitting.  Because the sleeve seams are higher on the shoulders, this style can be more flattering, but still fit a range of sizes and body types.&lt;br&gt;<char code='0d'/><char code='0a'/>Notice the bind off edges at the underarms and the matching straight knitting on the sleeves. This makes it a bit more difficult to set in the sleeve, but nothing you can't master.</string></var><var name='SLIDESHOWIMAGE_11'><string></string></var><var name='SLIDESHOWAUDIO_2'><string></string></var><var name='SLIDESHOWCAPTION_8'><string></string></var><var name='SLIDESHOWCAPTION_18'><string></string></var><var name='SLIDESHOWAUDIO_19'><string></string></var><var name='SLIDESHOWAUDIO_16'><string></string></var><var name='SLIDESHOWAUDIO_8'><string></string></var><var name='SLIDESHOWCAPTION_3'><string>The classic set in sleeve has shaped armholes and a shaped sleeve cap.  This is a very popular and flattering style for all figures.&lt;br&gt;<char code='0d'/><char code='0a'/>BUT it has the most shaping.  If you are short on time, or just getting started with your machine, you may want to consider another style.&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;blockquote&gt;This style of sleeve isn't hard to knit, it just takes more time and knitting experience. Knit it Now offers a complete course ""Set in Sleeve Perfection"" to help you master this style with practice BEFORE you start knitting your perfect sweater .&lt;/blockquote&gt;</string></var><var name='SLIDESHOWCAPTION_9'><string></string></var><var name='SLIDESHOWIMAGE_5'><string></string></var><var name='SLIDESHOWAUDIO_10'><string></string></var><var name='SLIDESHOWCAPTION_0'><string>The drop shoulder sweater is the easiest and fastest style to knit. With minimal shaping, it's often recommended for beginner knitters. It's perfect if you are doing a lot of hand manipulation, adding complicated stitch patterns or color work, or using the g-carriage.&lt;br&gt;<char code='0d'/><char code='0a'/>This style is very common in ready-to-wear because it can easily fit a wide range of sizes.</string></var><var name='SLIDESHOWIMAGE_2'><string>nothing_fits/nothing_fits_measure4.jpg</string></var><var name='SLIDESHOWCAPTION_10'><string></string></var><var name='SLIDESHOWAUDIO_15'><string></string></var><var name='SLIDESHOWAUDIO_9'><string></string></var><var name='SLIDESHOWAUDIO_13'><string></string></var><var name='SLIDESHOWCAPTION_17'><string></string></var><var name='SLIDESHOWAUDIO_4'><string></string></var><var name='SLIDESHOWAUDIO_11'><string></string></var><var name='SLIDESHOWCAPTION_11'><string></string></var><var name='SLIDESHOWAUDIO_0'><string></string></var><var name='CHALLENGE_ASSIGNID'><string>642</string></var><var name='SLIDESHOWCAPTION_14'><string></string></var><var name='SLIDESHOWIMAGE_14'><string></string></var><var name='SLIDESHOWCAPTION_19'><string></string></var><var name='SLIDESHOWIMAGE_13'><string></string></var><var name='SLIDESHOWCAPTION_16'><string></string></var><var name='SLIDESHOWIMAGE_3'><string>nothing_fits/nothing_fits_measure1.jpg</string></var><var name='SLIDESHOWIMAGE_17'><string></string></var><var name='SLIDESHOWIMAGE_7'><string></string></var><var name='SLIDESHOWCAPTION_13'><string></string></var><var name='SLIDESHOWAUDIO_1'><string></string></var><var name='SLIDESHOWIMAGE_19'><string></string></var><var name='SLIDESHOWAUDIO_12'><string></string></var><var name='SLIDESHOWIMAGE_10'><string></string></var><var name='ENABLEAUDIO'><string>0</string></var><var name='SLIDESHOWIMAGE_18'><string></string></var><var name='SLIDESHOWIMAGE_15'><string></string></var><var name='SLIDESHOWCAPTION_6'><string></string></var><var name='SLIDESHOWIMAGE_9'><string></string></var><var name='SLIDESHOWAUDIO_14'><string></string></var><var name='SLIDESHOWAUDIO_18'><string></string></var><var name='SLIDESHOWCAPTION_2'><string>A variation on the Square armhole is the Full Fashioned sleeve.  Notice the diagonal shaping at the underarm.  This provides a better fit with less bulk at the underarm. Simple decreases create the shaping on both body and sleeve.</string></var><var name='SLIDESHOWIMAGE_4'><string></string></var><var name='SLIDESHOWCAPTION_12'><string></string></var><var name='SLIDESHOWAUDIO_7'><string></string></var><var name='SLIDESHOWAUDIO_17'><string></string></var><var name='SLIDESHOWAUDIO_3'><string></string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,863,2,Imageslideshow,Sweater Styles Part 2,2377,3,boxtop,"<wddxPacket version='1.0'><header/><data><struct ><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,CLASSNAME</string></var><var name='TYPEOF'><string>boxtop</string></var><var name='CHALLENGE_ASSIGNID'><string>642</string></var><var name='CLASSNAME'><string>well</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,863,2,Imageslideshow,Sweater Styles Part 2,2378,4,Question-Multi,"<wddxPacket version='1.0'><header/><data><struct ><var name='OPTION_3'><string>Square Armhole</string></var><var name='QUESTION_TEXT'><string>Which Style do you prefer?</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,QUESTION_TEXT,QUESTION_MANDITORY,OPTION_1,OPTION_MESSAGE_1,OPTION_2,OPTION_MESSAGE_2,OPTION_3,OPTION_MESSAGE_3,OPTION_4,OPTION_MESSAGE_4,OPTION_5,OPTION_MESSAGE_5</string></var><var name='OPTION_MESSAGE_1'><string></string></var><var name='OPTION_4'><string>Full Fashipned</string></var><var name='CHALLENGE_ASSIGNID'><string>642</string></var><var name='TYPEOF'><string>Question-Multi</string></var><var name='OPTION_1'><string>Set in Sleeves</string></var><var name='OPTION_2'><string>Drop Shoulder</string></var><var name='OPTION_5'><string></string></var><var name='OPTION_MESSAGE_4'><string></string></var><var name='OPTION_MESSAGE_2'><string></string></var><var name='OPTION_MESSAGE_3'><string></string></var><var name='QUESTION_MANDITORY'><string>0</string></var><var name='OPTION_MESSAGE_5'><string></string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,863,2,Imageslideshow,Sweater Styles Part 2,2379,5,boxbottom,"<wddxPacket version='1.0'><header/><data><struct ><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF</string></var><var name='CHALLENGE_ASSIGNID'><string>642</string></var><var name='TYPEOF'><string>boxbottom</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,863,2,Imageslideshow,Sweater Styles Part 2,2380,6,ContinueButton,"<wddxPacket version='1.0'><header/><data><struct ><var name='TYPEOF'><string>ContinueButton</string></var><var name='CHALLENGE_ASSIGNID'><string>642</string></var><var name='LABLE'><string> &lt;i class='fa fa-arrow-right'&gt; &lt;/i&gt; Complete and Continue</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,LABLE</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,864,3,HTML,Don't Measure your Body!,2381,1,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,HTMLCONTENT</string></var><var name='CHALLENGE_COMPONENTID'><string>1798</string></var><var name='CHALLENGE_ASSIGNID'><string>643</string></var><var name='HTMLCONTENT'><string>&lt;div class=""row""&gt;<char code='0d'/><char code='0a'/>&lt;div class=""col-12-xs col-md-6""&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;em&gt;When I am packing cones of yarn in a box, I know the the size of the cones, but will the cones will fit in the available box?  To be able to mail your yarn order, &lt;b&gt;the BOX size is more important than the cone dimensions!&lt;/b&gt;&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>If the box is too big the cones will rattle around and the box will get crushed.  If the packaging is too small, the box could split in transit.&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;b&gt;It doesn't matter what your bust, waist and hip measurements are ... what matters is the size of the package!&lt;/b&gt;&lt;/em&gt;&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>&lt;blockquote class=""smallblock""&gt; &lt;i class=""fa fa-lightbulb-o fa-2x"" aria-hidden=""true""&gt;&lt;/i&gt; INSTEAD OF MAKING A PATTERN FIT OUR DIMENSIONS, LETS DETERMINE A COMFORTABLE SIZE FOR OUR SWEATER AND KNIT THE SWEATER TO THOSE DIMENSIONS!&lt;/blockquote&gt;&lt;br&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>&lt;/div&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>&lt;div class=""col-12-xs col-md-6""&gt;&lt;img src=""/challenge/images/nothing_fits/body_measure.jpg""&lt;/div&gt;<char code='0d'/><char code='0a'/>&lt;/div&gt;<char code='0d'/><char code='0a'/>&lt;/div&gt;<char code='0d'/><char code='0a'/>&lt;h3&gt;Up next:&lt;/h3&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>The secret to custom fit ... copy the packaging that fits YOU!<char code='0d'/><char code='0a'/></string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,865,5,HTML,Select your sweater model,2382,1,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='CHALLENGE_ASSIGNID'><string>663</string></var><var name='CHALLENGE_COMPONENTID'><string>2050</string></var><var name='HTMLCONTENT'><string>After analyzing your sweater style, your sweater should fit into one of these categories.&lt;br&gt; &lt;a href=""https://www.knititnow.com/challenge/23/Group/661/item#section145""&gt;Review ""Analyze Sweater  Styles"" Video &lt;/a&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/><char code='0d'/><char code='0a'/>&lt;b&gt;&lt;i class=""fa fa-pencil-square-o""&gt;&lt;/i&gt; Click on the image below that is closest to your sweater model.&lt;/b&gt;&lt;br&gt;<char code='0d'/><char code='0a'/>&lt;em&gt;For now, don't worry about neck shaping, length or body style.  For now we want to match the armhole style only.&lt;/em&gt;&lt;br&gt;&lt;br&gt;<char code='0d'/><char code='0a'/></string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,HTMLCONTENT</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,865,5,HTML,Select your sweater model,2383,2,CustomCFM,"<wddxPacket version='1.0'><header/><data><struct ><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,CUSTOMCFM</string></var><var name='CHALLENGE_COMPONENTID'><string>2383</string></var><var name='CHALLENGE_ASSIGNID'><string>865</string></var><var name='CUSTOMCFM'><string>modelsweater.cfm</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,865,5,HTML,Select your sweater model,2384,3,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='CHALLENGE_ASSIGNID'><string>663</string></var><var name='HTMLCONTENT'><string>&lt;h3&gt;Up Next:&lt;/h3&gt; Record the dimensions of your sweater</string></var><var name='TYPEOF'><string>HTML</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,HTMLCONTENT</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,865,5,HTML,Select your sweater model,2385,4,RedirectButton,"<wddxPacket version='1.0'><header/><data><struct ><var name='CHALLENGE_ASSIGNID'><string>865</string></var><var name='REDIRECT_TO'><string>/challenge/24/Group/867/item|Section 5: Baby Steps: A Man's Vest: Let's keep things simple ... for now</string></var><var name='BUTTONTEXT'><string>Skip this step - come back later</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,BUTTONTEXT,REDIRECT_TO</string></var><var name='CHALLENGE_COMPONENTID'><string>2385</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,866,6,HTML,Measure and Record,2386,1,HTML,"<wddxPacket version='1.0'><header/><data><struct ><var name='CHALLENGE_ASSIGNID'><string>676</string></var><var name='TYPEOF'><string>HTML</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,TYPEOF,HTMLCONTENT</string></var><var name='HTMLCONTENT'><string> &lt;br&gt;&lt;Small&gt;&lt;em&gt;Be sure to select your sweater model first&lt;/em&gt;&lt;/small&gt;</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,866,6,HTML,Measure and Record,2387,2,DataValidation,"<wddxPacket version='1.0'><header/><data><struct ><var name='DATAMODEL_VALIDATION_MESSAGE'><string></string></var><var name='DATAMODEL_ELEMENTS'><string>SweaterStyle</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,DATAMODEL_ELEMENTS,DATAMODEL_REDIRECT,DATAMODEL_VALIDATION_MESSAGE</string></var><var name='CHALLENGE_ASSIGNID'><string>676</string></var><var name='CHALLENGE_COMPONENTID'><string>1860</string></var><var name='DATAMODEL_REDIRECT'><string>663</string></var></struct></data></wddxPacket>"
24,Nothing Fits DRAFT,154,Section 4: Your PERFECT Sweater,40,866,6,HTML,Measure and Record,2388,3,Document,"<wddxPacket version='1.0'><header/><data><struct ><var name='VIEWHEIGHT'><string>600</string></var><var name='CHALLENGE_ASSIGNID'><string>676</string></var><var name='FIELDNAMES'><string>CHALLENGE_ASSIGNID,CHALLENGE_COMPONENTID,LABLE,DATAMODEL_ICON,VIEWHEIGHT,SHOWVIEWER,FILENAME</string></var><var name='CHALLENGE_COMPONENTID'><string>2121</string></var><var name='SHOWVIEWER'><string>0</string></var><var name='FILENAME'><string>measure_worksheet1.pdf</string></var><var name='LABLE'><string>Print your worksheet</string></var><var name='DATAMODEL_ICON'><string>fa fa-download</string></var></struct></data></wddxPacket>"
