Member ID,Stripe Subscription ID,Plan ID,Price ID,Status,Plan Type,Cancel At Date,Next Billing Date,Free Trial End Date
mem_cmqcrwvlz0j8j0tsy2o107qaq,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrwvlz0j8j0tsy2o107qaq,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrwvlz0j8j0tsy2o107qaq,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwvlz0j8j0tsy2o107qaq,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-designaknit-quick-start-zap80pd8,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-plus-size-sweaters-nyxg0o0g,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwvpt0j8y0tsy6ynlg8f6,,pln_legacy-lk150-getting-the-most-from-designaknit-zxpa0pee,,ACTIVE,FREE,,,
mem_cmqcrwvte0j920tsyee5hdyur,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwvte0j920tsyee5hdyur,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwvte0j920tsyee5hdyur,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwvws0j960tsy2hu7e6yu,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwvws0j960tsy2hu7e6yu,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwvws0j960tsy2hu7e6yu,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrww060j980tsyg3e40o1c,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrww3b0j9a0tsybo8n1kqx,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrww6j0j9d0tsy163t1zlv,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrww6j0j9d0tsy163t1zlv,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrww9n0j9k0tsyhiyfcfln,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrww9n0j9k0tsyhiyfcfln,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrww9n0j9k0tsyhiyfcfln,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrww9n0j9k0tsyhiyfcfln,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrww9n0j9k0tsyhiyfcfln,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrww9n0j9k0tsyhiyfcfln,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwwcx0j9m0tsy82g6a2h1,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwwgb0j9r0tsy2vjr8m7p,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwwgb0j9r0tsy2vjr8m7p,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwwgb0j9r0tsy2vjr8m7p,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwwgb0j9r0tsy2vjr8m7p,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwwjf0j9u0tsyf35f7iuk,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwwjf0j9u0tsyf35f7iuk,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwwmr0j9w0tsyhml0a4my,,pln_legacy-lk150-getting-the-most-from-designaknit-zxpa0pee,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwwq30ja90tsy7ip80ixl,,pln_legacy-lk150-getting-the-most-from-designaknit-zxpa0pee,,ACTIVE,FREE,,,
mem_cmqcrwwy30jar0tsyhc34332t,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwwy30jar0tsyhc34332t,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwwy30jar0tsyhc34332t,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwwy30jar0tsyhc34332t,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwwy30jar0tsyhc34332t,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwwy30jar0tsyhc34332t,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwx3o0jbb0tsybrxj2t65,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwx3o0jbb0tsybrxj2t65,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwx3o0jbb0tsybrxj2t65,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrwx3o0jbb0tsybrxj2t65,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrwx3o0jbb0tsybrxj2t65,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwx3o0jbb0tsybrxj2t65,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwxdm0jbd0tsyd2st22zm,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwxpt0jbf0tsy3se5aedx,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrwxxz0jbh0tsy31851aub,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwy150jbj0tsyarni8285,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrwy4f0jbm0tsydrvhfzql,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrwy4f0jbm0tsydrvhfzql,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwy7o0jbp0tsy2f0s0mrc,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrwy7o0jbp0tsy2f0s0mrc,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrwyaz0jbr0tsy3gabe8qj,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwye60jbt0tsyafuged9b,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrwyie0jbw0tsyambp0uas,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwylp0jby0tsy17nygld4,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwyot0jc30tsy2vhichbb,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwyot0jc30tsy2vhichbb,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwyot0jc30tsy2vhichbb,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwyot0jc30tsy2vhichbb,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwysk0jc70tsy5xfvaoo7,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwysk0jc70tsy5xfvaoo7,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwysk0jc70tsy5xfvaoo7,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwyvp0jca0tsyhd3sc4fd,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwyvp0jca0tsyhd3sc4fd,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwyyw0jce0tsyfi0ihdeb,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwyyw0jce0tsyfi0ihdeb,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwyyw0jce0tsyfi0ihdeb,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwz290jcg0tsy77i7bded,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-designaknit-quick-start-zap80pd8,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-plus-size-sweaters-nyxg0o0g,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwz5k0jcv0tsy4h9j3xyf,,pln_legacy-lk150-getting-the-most-from-designaknit-zxpa0pee,,ACTIVE,FREE,,,
mem_cmqcrwz8p0jd00tsyamnd8kyq,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrwz8p0jd00tsyamnd8kyq,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwz8p0jd00tsyamnd8kyq,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwz8p0jd00tsyamnd8kyq,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwzc60jd30tsya00i3ad5,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwzc60jd30tsya00i3ad5,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwzfn0jd80tsyexpt8ekx,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrwzfn0jd80tsyexpt8ekx,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwzfn0jd80tsyexpt8ekx,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwzfn0jd80tsyexpt8ekx,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwzj70jda0tsy8ele0t1b,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwzpl0jdh0tsy9igw73b5,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwzuj0jdp0tsy6hc1grvz,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrwzuj0jdp0tsy6hc1grvz,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrwzuj0jdp0tsy6hc1grvz,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrwzuj0jdp0tsy6hc1grvz,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrwzuj0jdp0tsy6hc1grvz,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrwzzq0jdu0tsy2gxx6nkz,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrwzzq0jdu0tsy2gxx6nkz,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx0340jdz0tsy7efy0dqk,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx0340jdz0tsy7efy0dqk,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx0340jdz0tsy7efy0dqk,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx08d0jeg0tsy807yad1s,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx08d0jeg0tsy807yad1s,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx08d0jeg0tsy807yad1s,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx08d0jeg0tsy807yad1s,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx08d0jeg0tsy807yad1s,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx0e00jei0tsy70pcbz11,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx0ha0jek0tsygpl57ux2,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx0kh0jep0tsyafvm730q,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx0kh0jep0tsyafvm730q,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrx0kh0jep0tsyafvm730q,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx0kh0jep0tsyafvm730q,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx0pa0jer0tsy1kbj5ton,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-designaknit-quick-start-zap80pd8,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-plus-size-sweaters-nyxg0o0g,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx0ux0jf70tsy5dnoaahm,,pln_legacy-lk150-getting-the-most-from-designaknit-zxpa0pee,,ACTIVE,FREE,,,
mem_cmqcrx0yc0jfe0tsy8nq84f4j,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx0yc0jfe0tsy8nq84f4j,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx0yc0jfe0tsy8nq84f4j,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx0yc0jfe0tsy8nq84f4j,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx0yc0jfe0tsy8nq84f4j,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx0yc0jfe0tsy8nq84f4j,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx1200jfk0tsy2xly02z2,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx1200jfk0tsy2xly02z2,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx1200jfk0tsy2xly02z2,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx1200jfk0tsy2xly02z2,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx1560jfs0tsy3wib0s6k,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx1560jfs0tsy3wib0s6k,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx1560jfs0tsy3wib0s6k,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx1560jfs0tsy3wib0s6k,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx1560jfs0tsy3wib0s6k,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx1560jfs0tsy3wib0s6k,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx1560jfs0tsy3wib0s6k,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx1an0jfv0tsycci69d3h,,pln_legacy-lk150-getting-the-most-from-designaknit-zxpa0pee,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-designaknit-quick-start-zap80pd8,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-plus-size-sweaters-nyxg0o0g,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx1e80jgb0tsy48nz4j1y,,pln_legacy-lk150-getting-the-most-from-designaknit-zxpa0pee,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-designaknit-quick-start-zap80pd8,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-plus-size-sweaters-nyxg0o0g,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx1ia0jgq0tsy52rdg9e3,,pln_legacy-lk150-getting-the-most-from-designaknit-zxpa0pee,,ACTIVE,FREE,,,
mem_cmqcrx1lk0jgv0tsy9jco0w1z,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx1lk0jgv0tsy9jco0w1z,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx1lk0jgv0tsy9jco0w1z,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrx1lk0jgv0tsy9jco0w1z,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx1ow0jh30tsyhnvugm2h,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
